Category,AMC,Scheme Code,ISIN Div Payout / ISIN Growth,ISIN Div Reinvestment,Scheme Name,Plan,Option,Net Asset Value,Date
Close Ended Schemes(Income),UTI Mutual Fund,147263,INF789F1AKY6,-,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days),,,10,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147264,INF789F1AKX8,-,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days),,,10,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147262,INF789F1AKV2,-,UTI - Fixed Term Income Fund Series XXXI-XIV (1111 Days),,,10,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147322,INF789F1ALJ5,-,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days),,,12.5504,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147328,INF789F1ALE6,-,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days),,,12.4187,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147321,INF789F1ALL1,-,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days),,,10,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147324,INF789F1ALM9,-,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days),,,10,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147323,INF789F1ALK3,-,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days),,,10,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147329,INF789F1ALG1,-,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days),,,10,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147327,INF789F1ALI7,-,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days),,,10,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147326,INF789F1ALH9,-,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days),,,10,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147330,INF789F1ALF3,-,UTI - Fixed Term Income Fund Series XXXI-XV (1099 Days),,,10,07-Jun-2022
Close Ended Schemes(Income),UTI Mutual Fund,147363,INF789F1ALT4,-,UTI - Fixed Term Income Fund Series XXXII-I(1126 Days),,,12.5772,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147364,INF789F1ALO5,-,UTI - Fixed Term Income Fund Series XXXII-I(1126 Days),,,12.442,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147362,INF789F1ALV0,-,UTI - Fixed Term Income Fund Series XXXII-I(1126 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147369,INF789F1ALX6,-,UTI - Fixed Term Income Fund Series XXXII-I(1126 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147365,INF789F1ALW8,-,UTI - Fixed Term Income Fund Series XXXII-I(1126 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147367,INF789F1ALU2,-,UTI - Fixed Term Income Fund Series XXXII-I(1126 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147361,INF789F1ALQ0,-,UTI - Fixed Term Income Fund Series XXXII-I(1126 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147366,INF789F1ALR8,-,UTI - Fixed Term Income Fund Series XXXII-I(1126 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147368,INF789F1ALP2,-,UTI - Fixed Term Income Fund Series XXXII-I(1126 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147411,INF789F1AMD6,-,UTI - Fixed Term Income Fund Series XXXII-II(1111 Days),,,12.5072,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147420,INF789F1ALY4,-,UTI - Fixed Term Income Fund Series XXXII-II(1111 Days),,,12.3749,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147414,INF789F1AMF1,-,UTI - Fixed Term Income Fund Series XXXII-II(1111 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147415,INF789F1AMH7,-,UTI - Fixed Term Income Fund Series XXXII-II(1111 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147412,INF789F1AME4,-,UTI - Fixed Term Income Fund Series XXXII-II(1111 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147416,INF789F1AMA2,-,UTI - Fixed Term Income Fund Series XXXII-II(1111 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147419,INF789F1AMC8,-,UTI - Fixed Term Income Fund Series XXXII-II(1111 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147418,INF789F1AMB0,-,UTI - Fixed Term Income Fund Series XXXII-II(1111 Days),,,10.0001,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,147417,INF789F1ALZ1,-,UTI - Fixed Term Income Fund Series XXXII-II(1111 Days),,,10,19-Jul-2022
Close Ended Schemes(Income),UTI Mutual Fund,148197,INF789F1ARA1,-,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days),,,12.1742,25-Apr-2023
Close Ended Schemes(Income),UTI Mutual Fund,148205,INF789F1AQV9,-,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days),,,12.0764,25-Apr-2023
Close Ended Schemes(Income),UTI Mutual Fund,148198,INF789F1AQY3,-,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days),,,10.3742,25-Apr-2023
Close Ended Schemes(Income),UTI Mutual Fund,148200,INF789F1ARB9,-,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days),,,10,25-Apr-2023
Close Ended Schemes(Income),UTI Mutual Fund,148199,INF789F1AQZ0,-,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days),,,10,25-Apr-2023
Close Ended Schemes(Income),UTI Mutual Fund,148196,INF789F1AQX5,-,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days),,,10.6186,25-Apr-2023
Close Ended Schemes(Income),UTI Mutual Fund,148204,INF789F1AQT3,-,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days),,,10.3777,25-Apr-2023
Close Ended Schemes(Income),UTI Mutual Fund,148203,INF789F1AQU1,-,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days),,,10,25-Apr-2023
Close Ended Schemes(Income),UTI Mutual Fund,148202,INF789F1AQS5,-,UTI - Fixed Term Income Fund Series XXXIII-I (1135 Days),,,10.5926,25-Apr-2023
Close Ended Schemes(Income),UTI Mutual Fund,141175,INF789FC1MV5,-,UTI - FTIF - Series XXVI - Plan IX(1113 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141176,INF789FC1NB5,-,UTI - FTIF - Series XXVI - Plan IX(1113 Days),,,12.3808,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141168,INF789FC1NA7,-,UTI - FTIF - Series XXVI - Plan IX(1113 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141167,INF789FC1MU7,-,UTI - FTIF - Series XXVI - Plan IX(1113 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141169,INF789FC1MZ6,-,UTI - FTIF - Series XXVI - Plan IX(1113 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141170,INF789FC1MX1,-,UTI - FTIF - Series XXVI - Plan IX(1113 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141173,INF789FC1ND1,-,UTI - FTIF - Series XXVI - Plan IX(1113 Days),,,12.2577,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141174,INF789FC1NC3,-,UTI - FTIF - Series XXVI - Plan IX(1113 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141171,INF789FC1MY9,-,UTI - FTIF - Series XXVI - Plan IX(1113 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141201,INF789FC1NF6,-,UTI - FTIF - Series XXVI - Plan X (1107 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141200,INF789FC1NG4,-,UTI - FTIF - Series XXVI - Plan X (1107 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141193,INF789FC1NL4,-,UTI - FTIF - Series XXVI - Plan X (1107 Days),,,12.3658,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141194,INF789FC1NK6,-,UTI - FTIF - Series XXVI - Plan X (1107 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141199,INF789FC1NE9,-,UTI - FTIF - Series XXVI - Plan X (1107 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141196,INF789FC1NJ8,-,UTI - FTIF - Series XXVI - Plan X (1107 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141195,INF789FC1NN0,-,UTI - FTIF - Series XXVI - Plan X (1107 Days),,,12.2428,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141197,INF789FC1NM2,-,UTI - FTIF - Series XXVI - Plan X (1107 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141198,INF789FC1NI0,-,UTI - FTIF - Series XXVI - Plan X (1107 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141242,INF789FC1ST6,-,UTI - FTIF - Series XXVI - Plan XI (1105 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141233,INF789FC1SU4,-,UTI - FTIF - Series XXVI - Plan XI (1105 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141236,INF789FC1SZ3,-,UTI - FTIF - Series XXVI - Plan XI (1105 Days),,,12.3598,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141238,INF789FC1SY6,-,UTI - FTIF - Series XXVI - Plan XI (1105 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141237,INF789FC1SS8,-,UTI - FTIF - Series XXVI - Plan XI (1105 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141234,INF789FC1SX8,-,UTI - FTIF - Series XXVI - Plan XI (1105 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141235,INF789FC1SV2,-,UTI - FTIF - Series XXVI - Plan XI (1105 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141240,INF789FC1TB2,-,UTI - FTIF - Series XXVI - Plan XI (1105 Days),,,12.2369,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141239,INF789FC1TA4,-,UTI - FTIF - Series XXVI - Plan XI (1105 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141241,INF789FC1SW0,-,UTI - FTIF - Series XXVI - Plan XI (1105 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141292,INF789FC1TM9,-,UTI - FTIF - Series XXVI - Plan XII (1096 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141287,INF789FC1TH9,-,UTI - FTIF - Series XXVI - Plan XII (1096 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141293,INF789FC1TI7,-,UTI - FTIF - Series XXVI - Plan XII (1096 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141296,INF789FC1TN7,-,UTI - FTIF - Series XXVI - Plan XII (1096 Days),,,12.3522,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141288,INF789FC1TG1,-,UTI - FTIF - Series XXVI - Plan XII (1096 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141290,INF789FC1TL1,-,UTI - FTIF - Series XXVI - Plan XII (1096 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141289,INF789FC1TP2,-,UTI - FTIF - Series XXVI - Plan XII (1096 Days),,,12.2293,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141291,INF789FC1TO5,-,UTI - FTIF - Series XXVI - Plan XII (1096 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141295,INF789FC1TK3,-,UTI - FTIF - Series XXVI - Plan XII (1096 Days),,,10,28-Apr-2020
Close Ended Schemes(Income),UTI Mutual Fund,141308,INF789FC1TR8,-,UTI - FTIF - Series XXVI - Plan XIII (1124 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141307,INF789FC1TX6,-,UTI - FTIF - Series XXVI - Plan XIII (1124 Days),,,12.626,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141309,INF789FC1TW8,-,UTI - FTIF - Series XXVI - Plan XIII (1124 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141315,INF789FC1TQ0,-,UTI - FTIF - Series XXVI - Plan XIII (1124 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141313,INF789FC1TV0,-,UTI - FTIF - Series XXVI - Plan XIII (1124 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141312,INF789FC1TT4,-,UTI - FTIF - Series XXVI - Plan XIII (1124 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141311,INF789FC1TZ1,-,UTI - FTIF - Series XXVI - Plan XIII (1124 Days),,,12.5003,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141314,INF789FC1TY4,-,UTI - FTIF - Series XXVI - Plan XIII (1124 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141316,INF789FC1TU2,-,UTI - FTIF - Series XXVI - Plan XIII (1124 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141394,INF789FC1ZP9,-,UTI - FTIF - Series XXVI - Plan XIV (1105 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141395,INF789FC1ZQ7,-,UTI - FTIF - Series XXVI - Plan XIV (1105 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141402,INF789FC1ZV7,-,UTI - FTIF - Series XXVI - Plan XIV (1105 Days),,,12.3488,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141396,INF789FC1ZU9,-,UTI - FTIF - Series XXVI - Plan XIV (1105 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141397,INF789FC1ZO2,-,UTI - FTIF - Series XXVI - Plan XIV (1105 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141398,INF789FC1ZT1,-,UTI - FTIF - Series XXVI - Plan XIV (1105 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141399,INF789FC1ZR5,-,UTI - FTIF - Series XXVI - Plan XIV (1105 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141400,INF789FC1ZX3,-,UTI - FTIF - Series XXVI - Plan XIV (1105 Days),,,12.2259,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141403,INF789FC1ZW5,-,UTI - FTIF - Series XXVI - Plan XIV (1105 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141401,INF789FC1ZS3,-,UTI - FTIF - Series XXVI - Plan XIV (1105 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141453,INF789FC1A38,-,UTI - FTIF - Series XXVI - Plan XV (1097 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141452,INF789FC1A95,-,UTI - FTIF - Series XXVI - Plan XV (1097 Days),,,12.3262,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141455,INF789FC1A87,-,UTI - FTIF - Series XXVI - Plan XV (1097 Days),,,10.0004,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141454,INF789FC1A20,-,UTI - FTIF - Series XXVI - Plan XV (1097 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141456,INF789FC1A79,-,UTI - FTIF - Series XXVI - Plan XV (1097 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141451,INF789FC1A53,-,UTI - FTIF - Series XXVI - Plan XV (1097 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141449,INF789FC1B11,-,UTI - FTIF - Series XXVI - Plan XV (1097 Days),,,12.2034,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141450,INF789FC1B03,-,UTI - FTIF - Series XXVI - Plan XV (1097 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141457,INF789FC1A61,-,UTI - FTIF - Series XXVI - Plan XV (1097 Days),,,10,02-Jun-2020
Close Ended Schemes(Income),UTI Mutual Fund,141478,INF789FC1K93,-,UTI - FTIF - Series XXVII - Plan I (1113 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141480,INF789FC1L01,-,UTI - FTIF - Series XXVII - Plan I (1113 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141485,INF789FC1L50,-,UTI - FTIF - Series XXVII - Plan I (1113 Days),,,12.3583,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141479,INF789FC1L43,-,UTI - FTIF - Series XXVII - Plan I (1113 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141486,INF789FC1K85,-,UTI - FTIF - Series XXVII - Plan I (1113 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141482,INF789FC1L35,-,UTI - FTIF - Series XXVII - Plan I (1113 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141484,INF789FC1L19,-,UTI - FTIF - Series XXVII - Plan I (1113 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141481,INF789FC1L76,-,UTI - FTIF - Series XXVII - Plan I (1113 Days),,,12.2354,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141487,INF789FC1L68,-,UTI - FTIF - Series XXVII - Plan I (1113 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141483,INF789FC1L27,-,UTI - FTIF - Series XXVII - Plan I (1113 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141531,INF789FC1L92,-,UTI - FTIF - Series XXVII - Plan II (1161 Days),,,10,02-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141534,INF789FC1M59,-,UTI - FTIF - Series XXVII - Plan II (1161 Days),,,11.7477,02-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141532,INF789FC1L84,-,UTI - FTIF - Series XXVII - Plan II (1161 Days),,,10,02-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141537,INF789FC1M34,-,UTI - FTIF - Series XXVII - Plan II (1161 Days),,,10,02-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141539,INF789FC1M18,-,UTI - FTIF - Series XXVII - Plan II (1161 Days),,,10,02-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141536,INF789FC1M75,-,UTI - FTIF - Series XXVII - Plan II (1161 Days),,,11.5387,02-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141540,INF789FC1M67,-,UTI - FTIF - Series XXVII - Plan II (1161 Days),,,10,02-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141538,INF789FC1M26,-,UTI - FTIF - Series XXVII - Plan II (1161 Days),,,10,02-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141570,INF789FC1M91,-,UTI - FTIF - Series XXVII - Plan III (1096 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141572,INF789FC1N58,-,UTI - FTIF - Series XXVII - Plan III (1096 Days),,,12.3068,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141571,INF789FC1N41,-,UTI - FTIF - Series XXVII - Plan III (1096 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141569,INF789FC1M83,-,UTI - FTIF - Series XXVII - Plan III (1096 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141576,INF789FC1N33,-,UTI - FTIF - Series XXVII - Plan III (1096 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141573,INF789FC1N74,-,UTI - FTIF - Series XXVII - Plan III (1096 Days),,,12.1843,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141574,INF789FC1N66,-,UTI - FTIF - Series XXVII - Plan III (1096 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141577,INF789FC1N25,-,UTI - FTIF - Series XXVII - Plan III (1096 Days),,,10,07-Jul-2020
Close Ended Schemes(Income),UTI Mutual Fund,141621,INF789FC1O08,-,UTI - FTIF - Series XXVII - Plan IV (1113 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141622,INF789FC1O16,-,UTI - FTIF - Series XXVII - Plan IV (1113 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141620,INF789FC1O65,-,UTI - FTIF - Series XXVII - Plan IV (1113 Days),,,12.2803,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141626,INF789FC1O57,-,UTI - FTIF - Series XXVII - Plan IV (1113 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141627,INF789FC1N90,-,UTI - FTIF - Series XXVII - Plan IV (1113 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141629,INF789FC1O81,-,UTI - FTIF - Series XXVII - Plan IV (1113 Days),,,12.1581,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141623,INF789FC1O40,-,UTI - FTIF - Series XXVII - Plan IV (1113 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141625,INF789FC1O24,-,UTI - FTIF - Series XXVII - Plan IV (1113 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141624,INF789FC1O73,-,UTI - FTIF - Series XXVII - Plan IV (1113 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141628,INF789FC1O32,-,UTI - FTIF - Series XXVII - Plan IV (1113 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141718,INF789FC1O99,-,UTI - FTIF - Series XXVII - Plan V (1097 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141715,INF789FC1P23,-,UTI - FTIF - Series XXVII - Plan V (1097 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141710,INF789FC1P07,-,UTI - FTIF - Series XXVII - Plan V (1097 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141717,INF789FC1P15,-,UTI - FTIF - Series XXVII - Plan V (1097 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141716,INF789FC1P64,-,UTI - FTIF - Series XXVII - Plan V (1097 Days),,,12.2454,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141711,INF789FC1P56,-,UTI - FTIF - Series XXVII - Plan V (1097 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141712,INF789FC1P49,-,UTI - FTIF - Series XXVII - Plan V (1097 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141719,INF789FC1P80,-,UTI - FTIF - Series XXVII - Plan V (1097 Days),,,12.1235,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141714,INF789FC1P72,-,UTI - FTIF - Series XXVII - Plan V (1097 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141713,INF789FC1P31,-,UTI - FTIF - Series XXVII - Plan V (1097 Days),,,10,11-Aug-2020
Close Ended Schemes(Income),UTI Mutual Fund,141748,INF789FC1R39,-,UTI - FTIF - Series XXVII - Plan VI (1113 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141750,INF789FC1R62,-,UTI - FTIF - Series XXVII - Plan VI (1113 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141757,INF789FC1R54,-,UTI - FTIF - Series XXVII - Plan VI (1113 Days),,,11.3005,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141756,INF789FC1R47,-,UTI - FTIF - Series XXVII - Plan VI (1113 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141749,INF789FC1R21,-,UTI - FTIF - Series XXVII - Plan VI (1113 Days),,,9.8832,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141752,INF789FC1Q89,-,UTI - FTIF - Series XXVII - Plan VI (1113 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141754,INF789FC1R13,-,UTI - FTIF - Series XXVII - Plan VI (1113 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141751,INF789FC1R05,-,UTI - FTIF - Series XXVII - Plan VI (1113 Days),,,11.1879,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141753,INF789FC1Q97,-,UTI - FTIF - Series XXVII - Plan VI (1113 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141755,INF789FC1Q71,-,UTI - FTIF - Series XXVII - Plan VI (1113 Days),,,9.8784,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141769,INF789FC1S38,-,UTI - FTIF - Series XXVII - Plan VII (1104 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141778,INF789FC1S53,-,UTI - FTIF - Series XXVII - Plan VII (1104 Days),,,12.2535,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141771,INF789FC1S46,-,UTI - FTIF - Series XXVII - Plan VII (1104 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141770,INF789FC1S20,-,UTI - FTIF - Series XXVII - Plan VII (1104 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141776,INF789FC1R88,-,UTI - FTIF - Series XXVII - Plan VII (1104 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141777,INF789FC1S12,-,UTI - FTIF - Series XXVII - Plan VII (1104 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141775,INF789FC1S04,-,UTI - FTIF - Series XXVII - Plan VII (1104 Days),,,12.1316,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141773,INF789FC1R96,-,UTI - FTIF - Series XXVII - Plan VII (1104 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,141774,INF789FC1R70,-,UTI - FTIF - Series XXVII - Plan VII (1104 Days),,,10,15-Sep-2020
Close Ended Schemes(Income),UTI Mutual Fund,139393,INF789FC1AD8,-,UTI - FTIF Series XXIV - XIV (1831 Days),,,10,07-Jun-2021
Close Ended Schemes(Income),UTI Mutual Fund,139397,INF789FC1972,-,UTI - FTIF Series XXIV - XIV (1831 Days),,,10,07-Jun-2021
Close Ended Schemes(Income),UTI Mutual Fund,139400,INF789FC1AC0,-,UTI - FTIF Series XXIV - XIV (1831 Days),,,10,07-Jun-2021
